Customer_ID,Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Tenure_Months,Credit_Limit,Credit_Score,Avg_Utilization_Ratio,Revolving_Balance,Avg_Open_To_Buy,Total_Spend_12m,Avg_Transaction_Amount,Total_Trans_Count_12m,Months_Inactive_12m,Contacts_Count_12m,Num_Products,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Payment_Ratio,Late_Payments_12m,Digital_Engagement_Score,Reward_Points_Balance,Travel_Spend_Pct,Dining_Spend_Pct,Intl_Spend_Pct,Cashback_Redeemed_12m,NPS_Score,Mobile_App_Logins_12m,Paperless_Billing,Autopay_Enrolled,Join_Date,Churn
AMEX0100777,54,M,Graduate,Married,$80K-$120K,Blue,266,9870.48,413,0.1142,767.56,9102.92,1620.38,37.68,43,4,0,2,1.0136,1.5612,0.4993,1,82.6,286776,0.4356,0.2616,0.0869,987.29,10,125,1,1,2026-01-25,1
AMEX0100778,78,F,High School,Married,$80K-$120K,Blue,103,5497.0,507,0.1606,373.22,5123.78,913.4,21.24,43,0,0,4,1.9982,1.0035,0.6841,0,37.79,209849,0.0464,0.248,0.104,629.13,0,17,1,0,2022-08-26,1
AMEX0100779,79,F,Post-Graduate,Single,$60K-$80K,Platinum,97,81951.04,390,0.1716,5458.08,76492.96,17397.89,267.66,65,2,0,4,0.9213,0.8149,0.4988,0,86.15,356716,0.4998,0.129,0.2527,872.99,10,14,1,0,2005-04-16,0
AMEX0100780,49,F,Post-Graduate,Married,$40K-$60K,Blue,62,8975.18,475,0.3069,2219.53,6755.65,1498.1,13.62,110,3,3,1,0.8643,1.6559,0.9697,1,41.86,215220,0.0766,0.059,0.1262,157.4,9,283,1,0,2007-02-25,0
AMEX0100781,64,F,Graduate,Divorced,$40K-$60K,Green,98,5425.05,812,0.412,1842.77,3582.28,1561.77,28.92,54,4,2,5,1.6047,1.5017,0.6198,0,36.11,21074,0.15,0.2965,0.0686,912.02,7,173,1,0,2014-03-03,1
AMEX0100782,48,F,Graduate,Married,$80K-$120K,Green,89,8953.17,423,0.3492,843.69,8109.48,3395.44,19.97,170,4,1,5,1.04,1.6352,0.7257,2,88.17,144704,0.4017,0.1691,0.0289,168.88,10,301,0,1,2014-05-11,0
AMEX0100783,32,M,High School,Married,$120K+,Green,209,17626.91,352,0.688,1915.03,15711.88,15984.1,92.93,172,0,0,1,1.532,1.2884,0.5738,0,83.96,184122,0.1596,0.327,0.2629,11.04,8,324,0,1,2017-06-25,0
AMEX0100784,21,F,Post-Graduate,Divorced,Less than $40K,Green,198,18634.56,580,0.2995,2127.52,16507.04,5095.38,137.71,37,2,1,3,1.2641,0.9491,0.895,0,47.47,485629,0.4111,0.0733,0.1003,686.38,5,74,0,0,2018-07-23,1
AMEX0100785,79,M,Graduate,Single,$60K-$80K,Gold,106,49950.22,516,0.5212,5301.22,44649.0,38075.45,244.07,156,0,1,3,1.6649,1.866,0.3882,3,93.53,490062,0.4072,0.0453,0.1392,579.9,8,63,1,1,2020-07-04,0
AMEX0100786,54,F,Some College,Married,$60K-$80K,Green,169,15525.86,351,0.3658,1682.87,13842.99,2950.51,37.83,78,0,0,5,0.6717,0.7132,0.5531,4,60.23,235982,0.2654,0.261,0.0159,292.95,7,133,1,1,2002-05-15,0
AMEX0100787,29,F,Uneducated,Married,Less than $40K,Blue,151,3190.36,542,0.3418,509.2,2681.16,1303.17,10.51,124,1,2,4,1.0814,0.8786,0.8969,3,59.79,393175,0.4318,0.3262,0.0259,239.03,7,310,0,0,2007-12-16,0
AMEX0100788,47,M,Post-Graduate,Married,$80K-$120K,Platinum,271,78584.48,341,0.5372,20123.09,58461.39,21396.39,594.34,36,3,0,4,1.3892,0.6305,0.9219,2,64.46,87524,0.3997,0.1284,0.1537,743.95,6,256,0,1,2011-06-21,0
AMEX0100789,69,F,High School,Single,$40K-$60K,Centurion,81,147134.92,635,0.4562,39391.4,107743.52,37619.21,4179.91,9,0,1,1,1.1391,0.768,0.7831,4,73.45,236110,0.1547,0.2059,0.1134,970.36,9,6,0,0,2006-11-24,0
AMEX0100790,50,F,Some College,Married,Less than $40K,Green,94,9006.4,506,0.3543,1383.16,7623.24,1829.74,9.24,198,3,0,1,0.8035,0.654,0.9848,0,62.73,190070,0.3406,0.3479,0.2311,120.46,10,93,1,0,2021-07-12,0
AMEX0100791,21,F,Some College,Divorced,$80K-$120K,Centurion,274,107738.08,309,0.1271,5541.08,102197.0,17950.59,98.63,182,1,4,3,1.6046,0.6529,0.8741,0,52.3,150798,0.2028,0.1321,0.2617,917.33,10,288,0,0,2012-12-07,0
AMEX0100792,66,M,Graduate,Married,$40K-$60K,Gold,25,42027.13,618,0.3556,13141.36,28885.77,14596.19,89.0,164,2,0,3,0.7654,1.3156,0.6646,1,23.68,5316,0.4638,0.1575,0.0306,325.83,6,67,1,0,2024-11-22,0
AMEX0100793,63,M,Post-Graduate,Married,$60K-$80K,Green,250,16300.25,790,0.4052,5787.14,10513.11,5039.76,26.81,188,1,0,3,1.6868,0.9514,0.7366,2,29.42,467114,0.4407,0.2944,0.0944,395.25,8,208,0,0,2022-04-11,0
AMEX0100794,21,M,Post-Graduate,Divorced,$120K+,Blue,111,8116.73,562,0.1833,485.1,7631.63,1528.25,43.66,35,0,1,2,0.9233,1.3122,0.2025,0,57.21,287256,0.09,0.2511,0.0607,548.42,7,71,1,1,2011-03-10,0
AMEX0100795,29,M,Graduate,Single,$60K-$80K,Green,238,19209.45,692,0.2322,3039.27,16170.18,5201.26,28.9,180,2,3,2,1.4604,1.4274,0.8316,1,61.51,143233,0.0714,0.1572,0.0297,957.46,0,228,1,0,2002-08-02,0
AMEX0100796,72,M,Graduate,Married,$60K-$80K,Blue,199,9130.1,522,0.2573,1399.25,7730.85,1275.48,23.62,54,1,0,2,0.7619,1.4302,0.556,2,64.9,141631,0.0501,0.3461,0.2496,753.65,7,135,0,1,2024-08-24,0
AMEX0100797,51,F,Graduate,Unknown,Less than $40K,Blue,161,9595.37,847,0.3462,2604.63,6990.74,3141.16,28.05,112,2,1,2,1.4396,1.6547,0.7916,0,56.39,119913,0.4196,0.3052,0.0356,245.55,0,56,0,1,2021-07-31,0
AMEX0100798,24,F,High School,Single,$80K-$120K,Centurion,105,52840.33,583,0.1524,6306.05,46534.28,8613.85,116.4,74,2,3,4,1.0888,1.7661,0.5497,0,41.73,250495,0.2079,0.3211,0.0886,265.8,8,215,1,1,2004-05-02,0
AMEX0100799,56,M,High School,Unknown,$80K-$120K,Platinum,91,79631.32,532,0.3511,8556.49,71074.83,35676.99,387.79,92,3,2,3,1.6243,1.8591,0.9244,1,64.14,448655,0.2677,0.3813,0.0862,487.53,6,47,1,1,2021-04-29,0
AMEX0100800,50,F,Graduate,Married,$60K-$80K,Green,19,17292.01,443,0.3152,1375.54,15916.47,3723.73,30.27,123,0,1,1,1.3655,1.4686,0.8412,1,61.67,41670,0.1006,0.1958,0.0033,675.73,9,275,1,0,2022-06-09,1
AMEX0100801,22,M,High School,Married,$40K-$60K,Blue,183,4447.83,786,0.033,29.28,4418.55,192.33,6.01,32,0,2,4,0.862,1.9887,0.5952,1,51.2,5179,0.2274,0.3593,0.1472,453.08,8,286,1,1,2018-11-15,0
AMEX0100802,54,M,Post-Graduate,Single,$40K-$60K,Green,14,6279.77,593,0.5763,2338.57,3941.2,2999.15,15.87,189,0,1,2,1.5563,0.8903,0.6269,3,76.86,285278,0.4059,0.3682,0.1237,888.79,4,7,1,0,2014-04-04,1
AMEX0100803,25,M,High School,Married,$40K-$60K,Platinum,196,77648.56,478,0.295,16327.58,61320.98,16758.54,104.74,160,2,1,2,0.8479,1.5125,0.94,0,41.74,19744,0.4599,0.1635,0.1328,252.34,0,221,0,1,2009-06-27,0
AMEX0100804,48,F,Post-Graduate,Divorced,Less than $40K,Gold,194,48612.68,557,0.2773,6694.82,41917.86,14918.1,163.94,91,3,6,2,1.5506,0.5421,0.6045,1,87.34,485064,0.1823,0.0715,0.0994,951.26,8,125,1,1,2010-06-23,1
AMEX0100805,77,M,Graduate,Married,$60K-$80K,Gold,245,40802.83,796,0.2868,3261.36,37541.47,5971.13,45.24,132,4,2,3,1.3585,1.534,0.9137,3,57.75,191852,0.1073,0.1967,0.1573,349.33,8,224,1,1,2013-06-07,1
AMEX0100806,45,F,Some College,Single,$40K-$60K,Gold,153,19033.37,666,0.2783,4388.91,14644.46,3716.25,19.16,194,0,0,2,0.984,1.8624,0.9133,0,72.56,409893,0.186,0.3481,0.2833,454.07,1,275,1,0,2021-11-28,0
AMEX0100807,29,M,Post-Graduate,Married,$120K+,Platinum,169,29894.07,379,0.2611,3229.94,26664.13,9363.72,161.44,58,0,2,2,1.5335,1.2156,0.4005,2,86.73,397326,0.1758,0.1327,0.0072,768.61,5,203,1,0,2013-03-30,0
AMEX0100808,34,F,High School,Married,$80K-$120K,Centurion,238,111379.55,337,0.294,18200.88,93178.67,43902.96,522.65,84,0,2,3,1.4336,0.7529,0.8097,4,71.25,340999,0.1162,0.3275,0.0503,346.63,7,269,1,1,2004-01-10,0
AMEX0100809,26,F,Some College,Single,$80K-$120K,Blue,194,8262.12,554,0.3187,1805.04,6457.08,3105.86,163.47,19,0,0,2,0.6855,0.9315,0.5018,0,87.22,354942,0.0844,0.232,0.267,23.07,8,216,1,0,2014-02-10,0
AMEX0100810,26,F,Some College,Divorced,Less than $40K,Green,185,11834.2,747,0.1181,921.54,10912.66,1625.18,9.73,167,0,2,2,0.6934,1.8644,0.8666,0,65.3,301973,0.0598,0.3118,0.2283,246.3,9,227,0,1,2014-12-01,0
AMEX0100811,39,F,Graduate,Unknown,$80K-$120K,Blue,247,6497.75,345,0.2657,1092.21,5405.54,1180.74,25.67,46,1,0,3,1.3178,0.5265,0.5557,0,16.28,67105,0.1593,0.0273,0.2704,634.86,4,97,0,0,2003-12-26,1
AMEX0100812,69,M,Post-Graduate,Married,$40K-$60K,Blue,205,2545.72,491,0.1635,258.43,2287.29,568.12,7.1,80,4,1,2,0.9215,0.5221,0.6282,3,93.51,355812,0.4083,0.229,0.0398,171.89,9,21,1,0,2005-08-07,0
AMEX0100813,24,F,Graduate,Single,$120K+,Green,112,9542.81,738,0.413,1952.63,7590.18,3097.52,38.72,80,5,4,1,1.6556,0.7542,0.9143,1,32.41,109264,0.433,0.1142,0.2634,81.04,9,303,1,0,2026-04-10,1
AMEX0100814,41,M,Graduate,Married,$60K-$80K,Green,215,19845.24,616,0.3239,4367.33,15477.91,7361.01,613.42,12,4,0,3,0.6517,1.3219,0.5009,0,72.47,359989,0.0948,0.2466,0.1691,717.74,9,172,0,1,2019-07-07,0
AMEX0100815,40,M,Graduate,Single,$40K-$60K,Centurion,247,70322.37,712,0.1547,7633.43,62688.94,8695.15,207.03,42,3,3,5,1.4841,1.3305,0.7284,2,65.4,63134,0.3032,0.2028,0.1481,67.5,8,298,0,1,2024-07-20,1
AMEX0100816,70,F,Uneducated,Single,$40K-$60K,Platinum,228,86146.97,733,0.1474,3683.47,82463.5,9026.27,62.25,145,1,0,4,1.5655,0.5416,0.4781,0,73.59,211158,0.4346,0.2738,0.0606,609.56,2,110,1,1,2012-12-17,1
AMEX0100817,64,M,Graduate,Married,$80K-$120K,Green,190,11424.33,396,0.2155,1160.33,10264.0,2193.35,12.12,181,3,1,1,1.0803,1.8246,0.8572,2,65.65,134059,0.2309,0.3169,0.0483,381.34,7,224,1,0,2019-04-08,0
AMEX0100818,57,F,Post-Graduate,Married,$40K-$60K,Gold,240,28308.34,461,0.2046,1020.72,27287.62,6795.19,61.22,111,0,0,2,0.8117,1.7055,0.7251,1,26.2,540,0.1334,0.322,0.2631,698.23,2,271,0,1,2007-09-22,0
AMEX0100819,73,M,Post-Graduate,Married,Less than $40K,Green,197,8570.2,557,0.4498,1446.28,7123.92,2802.78,30.14,93,1,4,2,1.2581,0.7017,0.7776,0,51.06,157768,0.1991,0.1848,0.1409,269.9,5,8,0,1,2001-11-08,0
AMEX0100820,28,F,High School,Divorced,$80K-$120K,Gold,210,49554.69,468,0.2622,4607.12,44947.57,12136.63,183.89,66,2,0,2,0.5192,1.2163,0.6258,0,68.59,381565,0.0581,0.0728,0.0738,63.23,8,298,1,0,2018-09-27,1
AMEX0100821,73,M,Some College,Married,$80K-$120K,Blue,109,6764.94,726,0.1714,904.1,5860.84,1590.65,8.51,187,1,3,5,1.2519,1.4075,0.7708,1,54.7,94729,0.4475,0.2726,0.1321,948.05,10,360,1,1,2021-06-13,1
AMEX0100822,28,M,Graduate,Married,$80K-$120K,Centurion,119,143083.31,806,0.2007,8635.22,134448.09,22616.61,282.71,80,0,0,3,1.5727,1.329,0.4176,0,81.5,492511,0.2621,0.3157,0.1296,203.92,2,192,1,0,2021-10-25,0
AMEX0100823,65,F,Graduate,Married,$60K-$80K,Green,67,13952.04,818,0.2303,1373.27,12578.77,3563.06,28.5,125,1,2,2,1.0671,1.1635,0.5559,0,65.64,495253,0.0501,0.1522,0.1544,963.11,7,46,1,0,2009-07-19,0
AMEX0100824,42,F,Uneducated,Single,$60K-$80K,Blue,62,8827.86,828,0.1189,117.34,8710.52,696.31,21.76,32,0,1,3,1.6232,0.8161,0.8193,0,22.15,226699,0.3234,0.3505,0.13,607.99,9,109,1,0,2004-01-04,0
AMEX0100825,55,F,High School,Single,$60K-$80K,Green,121,19117.71,412,0.263,3279.83,15837.88,5966.67,53.27,112,6,0,1,0.9122,0.5286,0.6543,0,72.13,466620,0.3365,0.2147,0.0517,177.95,7,283,1,0,2017-03-02,0
AMEX0100826,21,M,Uneducated,Single,$40K-$60K,Blue,260,9650.97,709,0.1324,677.52,8973.45,937.57,8.52,110,1,0,4,1.6629,0.7223,0.8757,1,80.54,85793,0.1291,0.3723,0.087,438.02,4,245,1,1,2013-10-04,0
AMEX0100827,75,F,Graduate,Divorced,Less than $40K,Platinum,31,85951.86,642,0.4671,7997.09,77954.77,21391.83,486.18,44,6,1,3,0.5896,0.948,0.4593,0,44.49,381502,0.2405,0.1135,0.298,579.97,7,362,1,1,2017-12-24,0
AMEX0100828,56,M,Post-Graduate,Married,$40K-$60K,Gold,59,34052.52,733,0.1346,1243.36,32809.16,3056.77,38.21,80,3,4,3,1.9873,0.6353,0.8114,3,57.57,331500,0.0348,0.1199,0.0632,3.42,3,13,0,1,2017-06-26,1
AMEX0100829,56,F,Post-Graduate,Married,$120K+,Blue,165,5113.24,339,0.5807,2069.09,3044.15,1897.47,11.16,170,0,1,2,1.0619,0.7099,0.7893,2,75.56,62468,0.3525,0.263,0.0583,918.01,4,227,1,1,2003-04-20,0
AMEX0100830,34,F,Uneducated,Married,$40K-$60K,Gold,293,23553.63,613,0.271,5418.31,18135.32,3517.41,24.95,141,0,4,1,1.3758,1.9303,0.603,2,53.28,108269,0.2315,0.0817,0.0454,993.81,5,42,1,1,2014-08-31,0
AMEX0100831,54,M,Graduate,Married,$80K-$120K,Blue,221,2782.91,339,0.0957,46.77,2736.14,147.51,0.86,171,4,4,2,0.6073,0.6583,0.7397,0,70.13,390083,0.035,0.1905,0.2759,487.67,1,342,1,0,2012-05-01,1
AMEX0100832,79,M,Post-Graduate,Married,$60K-$80K,Green,203,19451.75,741,0.3946,6056.12,13395.63,11198.25,11198.25,1,0,1,3,1.8052,0.7347,0.6173,0,62.2,381915,0.412,0.0647,0.0591,181.2,2,339,1,1,2001-06-08,0
AMEX0100833,51,F,Graduate,Single,$120K+,Green,17,9018.85,587,0.452,482.72,8536.13,4974.28,134.44,37,5,2,3,1.3051,1.0261,0.5614,5,87.03,473991,0.2177,0.2099,0.2085,180.73,10,120,0,1,2021-12-13,0
AMEX0100834,71,M,Post-Graduate,Married,$60K-$80K,Blue,289,2760.15,329,0.2898,699.79,2060.36,817.23,11.84,69,0,3,3,1.6938,0.7324,0.8186,3,77.87,40043,0.08,0.3572,0.1678,22.09,8,241,1,1,2018-01-21,0
AMEX0100835,24,M,High School,Married,$60K-$80K,Blue,268,8844.97,301,0.2881,1597.92,7247.05,2608.61,62.11,42,4,2,1,0.7594,1.0234,0.8915,3,75.8,475577,0.3206,0.2799,0.1417,907.63,6,78,1,1,2026-02-07,0
AMEX0100836,34,F,Post-Graduate,Married,Less than $40K,Centurion,59,162467.11,435,0.1474,4413.93,158053.18,35331.66,441.65,80,1,2,1,1.2795,0.8837,0.8601,0,27.38,495012,0.2415,0.1607,0.1888,192.72,1,56,1,0,2023-10-12,0
AMEX0100837,38,M,Some College,Married,$40K-$60K,Green,203,12555.64,461,0.0366,411.45,12144.19,622.47,3.89,160,0,1,3,0.7297,0.6921,0.6651,1,49.47,125985,0.2802,0.2952,0.0244,515.76,8,89,1,1,2021-03-15,1
AMEX0100838,60,F,Graduate,Single,Less than $40K,Green,194,13979.0,511,0.2305,1250.04,12728.96,3044.77,27.68,110,2,3,2,1.2195,1.4712,0.1901,0,38.74,355415,0.4348,0.3947,0.1004,355.57,4,236,0,0,2020-02-11,1
AMEX0100839,27,F,Graduate,Divorced,Less than $40K,Gold,135,18897.45,415,0.1021,620.03,18277.42,2434.13,19.95,122,2,3,3,0.9117,0.7296,0.8732,0,67.0,330093,0.4532,0.1752,0.1081,430.03,5,109,0,1,2001-08-15,0
AMEX0100840,23,M,Graduate,Single,$60K-$80K,Green,193,12745.53,643,0.6372,6287.78,6457.75,10489.82,166.51,63,3,2,2,1.0171,1.676,0.5953,1,73.88,377336,0.0797,0.3579,0.2497,933.92,9,173,0,0,2010-02-28,0
AMEX0100841,34,M,Some College,Single,$60K-$80K,Platinum,286,77030.26,689,0.2337,9547.52,67482.74,19639.82,272.78,72,1,0,2,0.8632,0.7936,0.5064,0,64.35,299016,0.1811,0.2938,0.1053,304.94,4,81,0,1,2005-08-10,0
AMEX0100842,56,F,Uneducated,Married,$40K-$60K,Green,141,9678.96,463,0.3183,1161.45,8517.51,2594.74,36.55,71,2,2,2,0.5101,0.5103,0.4476,4,34.34,296255,0.023,0.3113,0.2939,88.49,9,93,1,0,2023-11-15,1
AMEX0100843,78,F,High School,Single,$60K-$80K,Platinum,30,65724.15,827,0.1169,4806.47,60917.68,9010.46,67.75,133,0,3,4,0.6854,1.125,0.6066,4,63.76,410436,0.3368,0.2717,0.0328,191.71,8,92,1,1,2020-11-06,1
AMEX0100844,37,M,Some College,Married,Less than $40K,Green,182,6423.91,513,0.2515,367.03,6056.88,1431.03,13.89,103,0,0,3,1.9513,1.5172,0.6885,0,24.87,472514,0.2053,0.0108,0.0001,792.47,5,352,0,1,2020-12-16,0
AMEX0100845,38,F,Post-Graduate,Married,$40K-$60K,Blue,112,5425.72,823,0.2738,1280.08,4145.64,1701.55,15.9,107,0,1,2,1.7297,0.792,0.8106,0,56.64,223293,0.4916,0.155,0.1943,723.85,6,311,1,1,2003-10-27,0
AMEX0100846,32,F,High School,Divorced,Less than $40K,Green,247,18098.07,612,0.5559,6781.46,11316.61,11942.99,1327.0,9,4,2,5,1.1729,1.2924,0.7973,3,73.99,92689,0.4023,0.1005,0.0284,226.64,9,114,0,1,2023-12-27,0
AMEX0100847,36,M,Graduate,Married,Less than $40K,Centurion,152,159024.87,487,0.3077,42378.18,116646.69,27407.65,322.44,85,0,2,2,1.2237,1.3973,0.6144,4,44.42,262058,0.1309,0.1214,0.1088,502.46,8,127,1,0,2006-02-21,0
AMEX0100848,40,F,Post-Graduate,Divorced,$80K-$120K,Green,47,16261.69,643,0.3162,1013.22,15248.47,7677.49,108.13,71,1,0,1,1.3065,1.5735,0.5573,0,41.72,211380,0.1519,0.097,0.2227,153.64,4,227,1,0,2022-05-21,0
AMEX0100849,39,F,Post-Graduate,Single,$40K-$60K,Green,111,7815.51,334,0.2009,1205.2,6610.31,1045.56,8.04,130,6,2,2,0.886,0.5284,0.7464,0,33.06,94516,0.3931,0.0846,0.2294,581.97,2,323,1,0,2024-10-13,1
AMEX0100850,46,F,Graduate,Married,$60K-$80K,Centurion,169,76515.45,533,0.0797,5182.7,71332.75,6506.6,33.71,193,4,1,3,1.6357,0.9958,0.9019,5,75.1,213951,0.4043,0.1559,0.1457,593.35,8,129,0,0,2019-02-10,0
AMEX0100851,34,M,High School,Married,$40K-$60K,Green,27,12601.32,448,0.0909,303.32,12298.0,743.08,3.91,190,2,1,3,1.4243,1.1261,0.9241,0,49.16,184473,0.175,0.325,0.2687,240.65,8,277,1,1,2025-05-26,1
AMEX0100852,70,M,Graduate,Married,$60K-$80K,Blue,258,7108.57,431,0.5067,654.38,6454.19,2004.49,17.43,115,1,3,2,0.7939,0.9338,0.4753,0,47.51,284803,0.2413,0.2774,0.0685,76.03,7,336,1,1,2024-06-03,0
AMEX0100853,36,M,Uneducated,Married,$60K-$80K,Centurion,170,182358.91,673,0.4087,25133.77,157225.14,91587.52,1579.1,58,0,0,3,0.7321,0.9882,0.9662,0,79.28,103715,0.037,0.3208,0.1677,681.63,8,308,0,1,2006-12-20,0
AMEX0100854,39,F,High School,Single,$80K-$120K,Green,122,18699.85,324,0.7144,4461.02,14238.83,6960.45,58.99,118,0,2,2,1.2438,0.697,0.8782,0,76.96,139881,0.1865,0.1645,0.213,245.58,0,112,0,0,2009-03-21,0
AMEX0100855,36,F,Post-Graduate,Single,$80K-$120K,Centurion,248,89417.61,385,0.4658,28031.38,61386.23,38873.35,356.64,109,1,0,2,1.4028,1.8473,0.4063,2,87.42,37621,0.1474,0.0147,0.2639,825.02,6,180,1,1,2006-12-21,0
AMEX0100856,78,M,High School,Married,$60K-$80K,Green,252,6132.73,757,0.6343,2606.95,3525.78,3280.84,76.3,43,3,3,5,1.0579,1.8602,0.8386,1,66.86,292790,0.1407,0.1094,0.0302,482.94,7,26,0,1,2013-01-19,0
AMEX0100857,32,M,High School,Single,$80K-$120K,Blue,196,8607.48,313,0.179,1143.62,7463.86,1765.53,15.49,114,1,1,2,1.1189,1.3934,0.896,0,54.24,10875,0.1269,0.0297,0.0884,859.62,8,311,0,1,2019-09-06,0
AMEX0100858,62,M,Post-Graduate,Single,$40K-$60K,Centurion,103,56025.05,664,0.7019,19530.48,36494.57,25222.53,365.54,69,0,2,3,0.731,1.7784,0.865,1,49.75,11166,0.3048,0.0872,0.2457,647.24,4,83,1,0,2017-06-25,1
AMEX0100859,72,F,Some College,Divorced,Less than $40K,Blue,40,3150.37,577,0.5479,291.04,2859.33,1460.06,42.94,34,4,0,2,0.7659,1.3457,0.7461,1,79.87,429459,0.2516,0.1092,0.2214,894.4,8,46,1,1,2018-01-05,0
AMEX0100860,43,M,Graduate,Unknown,$40K-$60K,Gold,217,18585.61,496,0.1185,1408.34,17177.27,1565.67,13.86,113,0,2,1,1.2226,1.1135,0.643,5,81.9,205287,0.1668,0.1809,0.0142,619.76,8,76,1,1,2026-01-24,0
AMEX0100861,47,M,High School,Married,$60K-$80K,Green,265,15210.96,761,0.4638,5478.27,9732.69,7737.24,44.98,172,0,4,4,1.7544,1.0988,0.7201,0,70.44,359332,0.1699,0.3217,0.1769,388.31,10,19,1,1,2007-02-23,0
AMEX0100862,49,M,High School,Unknown,$120K+,Blue,250,4682.36,667,0.2283,495.1,4187.26,1225.56,47.14,26,3,2,2,1.0038,0.9242,0.7434,0,61.22,297383,0.3111,0.2229,0.1281,855.5,8,151,1,1,2006-06-22,1
AMEX0100863,51,M,Some College,Single,Less than $40K,Green,247,14162.81,356,0.1728,2119.65,12043.16,3012.43,17.31,174,1,4,3,1.9648,0.8685,0.6168,2,18.24,177124,0.2341,0.173,0.2433,953.7,5,256,1,1,2020-11-04,0
AMEX0100864,72,F,Graduate,Single,Less than $40K,Gold,158,49727.64,362,0.4765,13862.48,35865.16,14178.14,83.89,169,0,2,1,0.7371,1.3332,0.5629,1,53.8,436006,0.189,0.3414,0.2674,996.68,10,120,0,0,2005-12-29,0
AMEX0100865,43,M,Graduate,Married,$40K-$60K,Platinum,249,57335.03,824,0.2736,13411.49,43923.54,9379.17,199.56,47,0,1,1,0.7125,0.9858,0.879,0,67.64,446222,0.2537,0.1887,0.1825,518.57,6,343,0,1,2016-09-24,1
AMEX0100866,30,M,Post-Graduate,Married,Less than $40K,Gold,203,30042.94,615,0.331,1718.17,28324.77,9340.12,55.6,168,3,2,1,1.2331,1.5537,0.9274,0,50.22,11018,0.4531,0.0714,0.2516,115.6,7,229,1,0,2018-07-03,1
AMEX0100867,70,M,Post-Graduate,Married,$80K-$120K,Platinum,145,74525.17,614,0.0775,789.72,73735.45,7300.31,56.16,130,0,0,2,0.9392,0.8255,0.8221,0,71.54,163525,0.3917,0.0147,0.1469,530.41,8,243,1,1,2024-10-11,0
AMEX0100868,49,F,Some College,Married,$40K-$60K,Blue,105,9980.91,506,0.5133,2366.12,7614.79,6841.01,39.09,175,3,1,3,0.6287,1.6424,0.4647,0,46.25,368076,0.3175,0.3566,0.2806,676.11,7,154,1,1,2006-04-26,0
AMEX0100869,50,F,Some College,Married,$80K-$120K,Blue,54,3888.55,315,0.1697,501.73,3386.82,420.01,22.11,19,4,0,1,0.9156,0.9753,0.6017,0,57.0,382848,0.1117,0.2554,0.1153,171.16,9,348,1,0,2007-03-09,1
AMEX0100870,22,F,Some College,Divorced,$120K+,Blue,197,7973.87,705,0.1909,351.76,7622.11,2130.53,31.33,68,3,2,2,1.3737,1.2276,0.6858,0,34.84,186912,0.4053,0.0649,0.1371,100.19,8,103,1,1,2014-01-20,0
AMEX0100871,44,M,Graduate,Single,$60K-$80K,Platinum,35,33113.45,484,0.0833,1364.37,31749.08,3230.48,26.92,120,2,3,2,1.5599,1.5983,0.5194,0,24.96,23199,0.2058,0.2478,0.1514,872.06,6,62,0,0,2025-06-24,1
AMEX0100872,62,M,Some College,Married,Less than $40K,Blue,21,7530.39,722,0.5421,2676.8,4853.59,5562.46,77.26,72,5,1,2,1.1907,1.4897,0.7422,5,63.39,127439,0.1462,0.0675,0.1739,373.51,7,294,1,1,2022-06-22,1
AMEX0100873,46,M,Post-Graduate,Single,$60K-$80K,Green,144,10865.37,606,0.1214,1015.88,9849.49,1811.12,10.65,170,1,1,2,0.5634,1.9937,0.4342,0,62.44,368460,0.238,0.1428,0.292,49.62,5,129,1,1,2016-08-26,1
AMEX0100874,26,M,Post-Graduate,Single,$40K-$60K,Green,236,14054.37,456,0.1885,816.69,13237.68,2173.44,94.5,23,1,0,2,0.8571,1.9936,0.8649,0,60.3,466600,0.3343,0.0988,0.1831,405.02,8,67,1,0,2009-07-29,0
AMEX0100875,44,M,Post-Graduate,Single,$60K-$80K,Blue,151,4832.44,678,0.2788,342.56,4489.88,749.6,83.29,9,3,1,2,0.8402,1.2351,0.7644,0,82.31,261570,0.4327,0.1911,0.2989,737.05,9,318,1,1,2011-12-26,0
AMEX0100876,65,M,Some College,Divorced,$60K-$80K,Blue,29,4571.03,818,0.488,1653.12,2917.91,1283.18,21.75,59,1,0,1,0.8934,1.6131,0.6349,0,39.44,323943,0.0282,0.2611,0.1132,203.34,9,230,0,1,2010-09-14,0
AMEX0100877,30,F,Some College,Divorced,$80K-$120K,Gold,35,31684.54,789,0.3483,8648.23,23036.31,10417.95,121.14,86,2,4,1,0.8189,0.8517,0.7412,1,27.41,404876,0.4561,0.2242,0.0983,639.9,5,103,0,1,2013-02-07,0
AMEX0100878,23,F,Graduate,Single,$80K-$120K,Blue,130,8454.11,318,0.5789,2979.18,5474.93,5649.43,38.17,148,1,3,2,0.6914,1.8081,0.7473,0,36.5,452384,0.3174,0.1711,0.2443,517.24,9,225,1,1,2006-11-04,0
AMEX0100879,38,M,Some College,Married,Less than $40K,Blue,74,8168.52,638,0.3328,1359.48,6809.04,2427.21,37.93,64,0,4,1,0.731,0.9808,0.9679,2,38.99,249192,0.3468,0.2342,0.0967,433.04,2,228,1,1,2005-12-17,1
